0.030073	0.166	0.22046	0.087726	0.045216	0.013398	0.002872	0.0060415	0.0049249	0.0076368	0.00767	0.003304	0.00023985	0.00018827	0.00021232	6.7337e-05	0.00016026	0.00035109	6.4481e-05	8.4073e-05	0.00041504	0.00084845	0.00045755	0.00031442	0.00027951	0.0015279	0.0018891	0.00049952	0.00016644	7.355e-05	8.3543e-05	4.4347e-05	3.4102e-05	3.9809e-05	3.747e-05	9.3858e-05	9.8216e-05	6.3622e-05	6.0052e-05	6.1994e-06	3.5161e-05	2.0279e-05	4.042e-05	0.0001016	6.9209e-05	3.1825e-05	9.2449e-05	0.00011499	6.4606e-05	8.3981e-05	6.7311e-05	1.0448e-05	3.6773e-05	5.6759e-05	7.2012e-05	2.4572e-05	0.00012611	0.00011959	7.2635e-05	9.5699e-05	5.4963e-05	6.8438e-05	7.9749e-05	6.7294e-05
0.095316	0.30632	0.16166	0.036763	0.053247	0.014729	0.0064757	0.0012502	0.0029935	0.0021243	0.00045683	0.0011799	0.00057591	0.00080769	0.00034295	0.00049935	0.00050443	0.00036445	2.3716e-05	0.00064692	0.0009696	0.00070143	0.00056788	0.00075301	0.00088998	0.00074416	0.00081743	0.0003423	0.00023699	0.00014781	0.00011036	0.00012101	0.00011601	0.00013724	0.00019671	8.9547e-05	6.6409e-05	0.00011804	0.00011037	0.00013699	8.7395e-05	6.9947e-05	7.3935e-05	4.1142e-05	1.8304e-05	6.8939e-05	6.9964e-05	8.6089e-05	0.00027872	0.00027246	9.5415e-05	3.0462e-05	4.2215e-05	4.512e-05	6.8763e-05	3.8189e-05	2.1279e-05	9.6242e-05	0.00013258	6.9486e-05	7.4073e-05	0.00014634	0.00013357	8.5584e-05
0.0034071	0.40312	0.25234	0.048738	0.013848	0.011119	0.011253	0.0023896	0.0029171	0.0069396	0.0054307	0.000409	0.00017376	8.3671e-05	6.1672e-05	5.8445e-05	7.9654e-05	0.0001037	7.3738e-05	4.1319e-05	8.0074e-05	0.00013283	0.00025535	0.00054397	0.000491	0.00028675	0.00017356	0.00023864	0.00070009	0.0003646	4.3445e-05	2.8323e-05	8.1843e-05	0.00011035	9.5085e-05	7.3547e-05	5.2568e-05	7.8305e-05	0.00010527	7.035e-05	6.5288e-05	7.9217e-05	8.6736e-05	3.0294e-06	7.3075e-05	9.1138e-05	0.00011277	0.00012178	9.5062e-05	0.00010269	0.00012285	3.6035e-05	6.5719e-05	0.00012205	7.7616e-05	3.8529e-05	6.3231e-05	9.9817e-05	4.3406e-05	7.3536e-05	5.2574e-05	6.503e-05	6.2314e-05	2.4896e-05
0.50442	0.33126	0.057183	0.0082945	0.029866	0.026372	0.045514	0.040277	0.005624	0.013538	0.016964	0.0041725	0.014829	0.018126	0.010984	0.0056862	0.0033331	0.0020319	0.0054188	0.0039724	0.004265	0.0071908	0.0032014	0.012474	0.010858	0.0073858	0.006751	0.0022809	0.0034362	0.0036452	0.0038692	0.00027774	0.00059811	0.00029826	0.00032323	0.0003863	0.0013283	0.0010501	0.00022347	0.00055683	0.00064238	0.001359	0.0021726	0.0010332	0.00087274	0.00067749	0.00020265	0.00023428	5.939e-05	0.00017817	0.00013085	9.4917e-05	0.00012495	0.00030284	0.00028383	1.6031e-05	0.00026573	0.00031389	6.9484e-05	0.00018449	3.5042e-05	0.00019799	0.00013421	0.00010712
0.12743	0.40576	0.25961	0.080013	0.034103	0.0053198	0.0083305	0.0043486	0.002136	0.0019901	0.00074849	8.0141e-05	4.0972e-05	0.00011414	0.00013276	0.00018707	0.00016632	0.00019735	0.00017823	0.00012674	7.4235e-05	0.00022356	0.00037744	0.00051788	0.00041741	0.00019017	5.8048e-05	6.9437e-05	0.00012062	0.00012355	0.00013142	6.4313e-05	4.8522e-05	0.00011318	7.9186e-05	1.8714e-05	1.9528e-05	2.1632e-05	2.5039e-05	2.1339e-05	3.5039e-05	2.1502e-05	6.3053e-05	0.00010287	7.9993e-05	4.0055e-05	1.8801e-05	1.5313e-05	1.9483e-05	5.3529e-05	0.00012906	9.4353e-05	5.3261e-05	0.00011581	0.00013303	0.00015203	9.2408e-05	0.00015982	0.00012031	7.6486e-05	0.00012118	0.00015142	0.00014721	0.00013499
0.084604	0.25164	0.12338	0.038528	0.0086751	0.019772	0.026443	0.028024	0.010294	0.017667	0.027086	0.0079958	0.0035226	0.0013962	0.0011311	0.0015174	0.0016428	0.0012124	0.00097384	0.0014875	0.001259	0.0013932	0.00265	0.0023014	0.00055205	0.00046579	0.0011222	0.00096557	0.0003319	0.00027907	0.00021588	6.3541e-05	7.8645e-05	0.00023905	0.00052757	0.00056561	0.00033322	0.00025911	0.00030008	0.00014552	0.00012732	0.00013616	7.6738e-05	3.5278e-05	6.4411e-05	0.00010851	0.00015658	0.00010031	2.8923e-05	0.00010515	0.00019892	0.00012784	6.0418e-05	7.604e-05	0.00014782	0.00020608	7.6019e-05	0.00024223	0.00036675	8.9407e-05	0.00017243	0.00012034	8.6137e-05	4.2326e-05
0.41178	0.24312	0.025361	0.094713	0.077396	0.083165	0.045889	0.031304	0.024918	0.0076506	0.030662	0.042292	0.07743	0.037651	0.016783	0.0034152	0.0088698	0.016294	0.0063306	0.008279	0.0048413	0.0055019	0.004215	0.0015113	0.0027345	0.012868	0.023178	0.013395	0.0048909	0.002253	0.0012415	0.0018413	0.0012803	8.6873e-05	0.00011613	0.00032443	0.0014482	0.0012054	0.0025447	0.0016877	0.00085678	0.0014193	0.0014881	0.0019345	0.0025875	0.00077507	0.00071648	0.00039369	0.00053494	0.0004998	0.0003758	0.00069659	0.00081019	0.00064131	0.00017557	0.00041395	0.0008146	0.00072192	0.00015817	0.00039249	0.0003786	0.00043207	0.00043768	0.00024989
0.090046	0.38494	0.18411	0.079501	0.017508	0.0047551	0.0028224	0.0058072	0.0037492	0.0058526	0.010082	0.0071977	0.0011201	0.00017579	0.00017747	0.00033328	0.00030548	0.0002918	0.00026303	9.3288e-05	0.00019228	3.8104e-05	0.00046502	0.00056031	0.00019657	7.9727e-05	0.00021788	8.5214e-05	0.00014172	0.00012528	6.7024e-05	4.6458e-05	5.2613e-05	8.5092e-05	8.8863e-05	0.00014124	0.00035848	0.00023126	4.2285e-05	5.1361e-05	6.1798e-05	3.94e-05	4.8735e-05	0.00012098	0.00013477	6.1136e-05	3.1554e-05	6.9254e-05	7.3063e-05	3.8501e-05	2.9209e-05	0.00014081	0.00018615	0.00014221	0.00013126	0.00016326	8.5029e-05	0.00014185	7.9126e-05	8.9821e-05	0.0001306	0.00015895	0.0001092	3.9827e-05
0.18173	0.19865	0.1315	0.01237	0.032978	0.026691	0.053199	0.031619	0.032497	0.076381	0.2205	0.10173	0.13052	0.12505	0.076847	0.049487	0.044742	0.1169	0.15304	0.086573	0.055788	0.0095247	0.023319	0.029991	0.042069	0.036968	0.11457	0.1167	0.089795	0.047715	0.035151	0.043245	0.031732	0.0050375	0.019361	0.064232	0.066531	0.035748	0.01212	0.01464	0.01511	0.021715	0.0067737	0.018921	0.01388	0.021251	0.010122	0.011229	0.014002	0.0055682	0.012633	0.0093123	0.0071477	0.0039875	0.0081685	0.0046633	0.00077589	0.0024894	0.0034878	0.0019647	0.001183	0.001151	0.0010365	0.00055338
0.054911	0.16428	0.27884	0.1444	0.079105	0.024019	0.0071017	0.012562	0.022951	0.027509	0.016701	0.0057423	0.00087876	0.00040838	0.00065047	0.00082464	0.0016438	0.0010812	0.00084589	0.000667	0.00022297	0.0003053	0.00038105	0.0013349	0.0016751	0.00096963	0.0011114	0.0007131	8.8744e-05	0.00010198	0.0001073	7.3101e-05	0.00011577	0.00012031	0.00010747	0.00045549	0.00072858	0.00043578	0.00024984	0.0002062	0.0001177	0.00015367	0.00021786	0.00013663	0.00012601	0.00015308	0.00011355	1.2157e-05	7.9158e-05	5.8097e-05	1.5926e-05	2.8093e-05	3.1774e-05	4.211e-05	6.7117e-05	6.0141e-05	3.5321e-05	2.2077e-05	3.3413e-05	4.7104e-05	2.6069e-05	1.4893e-05	1.486e-05	4.0049e-05
